133  0.71  0.66  -8.48  3.77  
133  0.71  0.66  9.27  10.84  
133  0.71  0.66  2.1  -5.27  
457  0.71  0.66  -4.54  1.17  
457  0.71  0.66  -1.0  -10.7  
241  0.71  0.66  -8.68  8.36  
133  0.71  0.66  9.25  9.84  
133  0.71  0.66  3.98  -8.62  
133  0.71  0.66  -2.62  -6.08  
133  0.71  0.66  0.85  9.33  
457  0.71  0.66  8.51  6.59  
241  0.71  0.66  -2.18  -2.02  
133  0.71  0.66  -10.63  0.47  
133  0.71  0.66  7.67  1.85  
133  0.71  0.66  -4.09  6.8  
457  0.71  0.66  -11.07  -2.1  
133  0.71  0.66  9.93  -0.21  
457  0.71  0.66  -2.53  8.33  
133  0.71  0.66  6.56  2.29  
457  0.71  0.66  4.08  1.68  
457  0.71  0.66  1.59  -7.17  
457  0.71  0.66  0.23  -3.05  
133  0.71  0.66  -2.21  7.01  
133  0.71  0.65  4.06  -6.68  
241  0.71  0.66  3.83  -5.5  
241  0.71  0.66  -10.7  4.12  
457  0.71  0.66  -10.96  -5.2  
457  0.71  0.66  1.57  -9.31  
457  0.71  0.66  6.75  2.41  
457  0.71  0.66  9.3  6.31  
133  0.71  0.66  -4.68  6.13  
133  0.71  0.66  -9.13  -8.88  
133  0.71  0.66  -0.06  -8.03  
241  0.71  0.62  -11.21  -2.85  
457  0.71  0.66  0.86  -2.15  
133  0.71  0.66  7.75  2.08  
457  0.71  0.66  -7.92  6.95  
133  0.71  0.66  0.97  8.91  
133  0.71  0.66  -9.08  -4.72  
457  0.71  0.61  6.49  5.83  
133  0.71  0.66  -9.13  4.58  
457  0.71  0.66  0.5  -4.47  
241  0.71  0.66  -5.54  -9.4  
241  0.71  0.66  -1.27  0.88  
133  0.71  0.66  -5.83  -3.0  
241  0.71  0.66  -6.05  5.78  
241  0.71  0.66  9.8  2.67  
241  0.71  0.66  0.84  4.84  
133  0.71  0.66  1.33  2.15  
133  0.71  0.61  -9.19  -3.87  
133  0.71  0.66  -9.95  -8.06  
241  0.71  0.62  -0.31  6.48  
241  0.71  0.66  4.19  2.77  
457  0.71  0.66  -3.63  -10.92  
457  0.71  0.66  9.52  0.88  
241  0.71  0.66  8.37  1.94  
457  0.71  0.66  2.29  8.02  
241  0.71  0.66  6.19  6.42  
457  0.71  0.66  3.14  4.4  
133  0.71  0.66  -8.19  5.04  
133  0.71  0.66  5.1  2.09  
241  0.71  0.66  -10.23  -0.8  
457  0.71  0.66  -4.83  -3.38  
133  0.71  0.66  6.7  -4.97  
133  0.71  0.66  -6.1  -0.87  
457  0.71  0.66  -1.1  -1.47  
241  0.71  0.66  -6.4  -2.61  
241  0.71  0.61  8.66  8.01  
133  0.71  0.66  -2.76  -7.31  
241  0.71  0.66  0.81  2.11  
457  0.71  0.62  -1.78  5.63  
241  0.71  0.66  10.06  -4.56  
241  0.71  0.66  -11.4  -6.4  
457  0.71  0.66  -0.95  9.11  
241  0.71  0.66  -5.23  -1.13  
241  0.71  0.66  -5.46  1.06  
241  0.71  0.66  1.19  -6.8  
133  0.71  0.66  -3.85  5.54  
241  0.71  0.66  6.21  -1.1  
457  0.71  0.66  5.4  6.65  
241  0.71  0.66  -6.88  -7.57  
457  0.71  0.66  -5.62  0.09  
457  0.71  0.66  -6.76  -9.12  
457  0.71  0.66  2.78  -2.47  
457  0.71  0.66  1.27  -10.27  
241  0.71  0.66  -7.2  -3.36  
133  0.71  0.65  -11.15  1.23  
133  0.71  0.66  -2.3  -2.28  
457  0.71  0.66  9.21  -8.53  
133  0.71  0.66  8.69  -1.81  
241  0.71  0.66  -7.48  -7.58  
241  0.71  0.66  -2.62  -3.59  
133  0.71  0.66  -3.23  -5.72  
133  0.71  0.66  -8.93  1.78  
241  0.71  0.66  1.44  5.73  
457  0.71  0.66  -7.22  6.68  
241  0.71  0.66  -0.34  1.7  
457  0.71  0.66  -7.86  9.72  
241  0.71  0.66  -6.04  -1.48  
457  0.71  0.66  0.06  9.93  
241  0.71  0.66  -1.11  -10.55  
457  0.71  0.66  4.32  0.93  
457  0.71  0.66  -11.12  0.96  
133  0.71  0.66  -1.79  -6.47  
457  0.71  0.66  10.02  10.82  
457  0.71  0.66  -0.17  10.86  
133  0.71  0.65  7.92  4.69  
457  0.71  0.66  3.48  -7.39  
133  0.71  0.66  -0.79  6.39  
133  0.71  0.66  -4.89  9.82  
457  0.71  0.66  11.52  -4.51  
457  0.71  0.66  -10.37  7.68  
241  0.71  0.66  10.77  7.68  
133  0.71  0.66  -10.32  6.42  
133  0.71  0.66  -3.15  -10.03  
133  0.71  0.66  -10.79  7.3  
457  0.71  0.66  2.83  10.24  
133  0.71  0.66  -2.42  2.82  
241  0.71  0.66  -3.38  -0.2  
241  0.71  0.66  1.21  9.78  
457  0.71  0.66  7.07  -7.96  
133  0.71  0.66  5.6  -7.78  
133  0.71  0.66  9.3  -7.85  
133  0.71  0.66  9.65  -8.23  
457  0.71  0.66  -6.19  7.78  
133  0.71  0.66  -4.97  -8.53  
241  0.71  0.66  -6.03  -1.14  
133  0.71  0.66  4.92  -2.78  
457  0.71  0.66  -4.97  4.32  
457  0.71  0.66  2.58  5.48  
241  0.71  0.66  -3.19  8.68  
457  0.71  0.66  -4.12  1.89  
133  0.71  0.66  -0.34  -10.52  
241  0.71  0.66  -6.63  -0.02  
133  0.71  0.66  2.33  -8.6  
457  0.71  0.66  -9.25  4.65  
457  0.71  0.66  6.75  -6.61  
133  0.71  0.66  -6.61  9.66  
133  0.71  0.66  -1.11  3.53  
457  0.71  0.66  9.9  -10.71  
457  0.71  0.66  9.71  -5.4  
241  0.71  0.66  -7.48  -3.44  
241  0.71  0.66  -4.84  -8.29  
457  0.71  0.66  -8.81  -4.36  
241  0.71  0.66  2.84  6.63  
457  0.71  0.66  -10.33  -11.11  
457  0.71  0.66  -2.26  -9.48  
457  0.71  0.66  -11.15  -10.75  
133  0.71  0.66  -9.31  8.08  
457  0.71  0.66  6.91  6.84  
133  0.71  0.66  -8.31  4.45  
133  0.71  0.66  4.33  -4.39  
241  0.71  0.66  4.75  1.18  
133  0.71  0.66  8.39  -1.75  
133  0.71  0.62  -5.95  10.68  
241  0.71  0.66  -4.4  8.18  
241  0.71  0.66  -10.58  0.89  
457  0.71  0.66  5.23  -10.37  
133  0.71  0.66  -10.32  -10.46  
457  0.71  0.66  -3.94  -5.35  
133  0.71  0.66  1.3  -8.87  
241  0.71  0.66  -4.99  -9.26  
133  0.71  0.66  -5.88  5.92  
241  0.71  0.66  10.86  1.6  
241  0.71  0.66  5.26  -3.23  
241  0.71  0.66  6.08  10.07  
133  0.71  0.66  11.52  -3.41  
457  0.71  0.66  -8.43  1.21  
133  0.71  0.66  -8.97  -5.3  
457  0.71  0.66  11.03  -3.49  
133  0.72  0.66  -5.66  4.12  
457  0.72  0.66  2.29  1.69  
241  0.72  0.66  -3.88  7.28  
241  0.72  0.66  7.12  -3.46  
133  0.72  0.66  0.26  -6.55  
457  0.72  0.66  5.16  -1.49  
133  0.72  0.66  -0.71  1.14  
133  0.72  0.66  -0.81  0.97  
457  0.72  0.66  6.07  -9.11  
241  0.72  0.66  -9.43  7.75  
457  0.72  0.63  -3.35  5.6  
241  0.72  0.66  -0.93  -2.34  
133  0.72  0.66  10.11  -11.18  
241  0.72  0.66  10.78  2.44  
241  0.72  0.66  -3.69  -2.29  
133  0.72  0.66  1.95  -8.07  
457  0.72  0.66  -4.27  -8.29  
241  0.72  0.66  -0.69  2.64  
133  0.72  0.64  -8.29  -10.69  
133  0.72  0.66  4.53  8.42  
133  0.72  0.66  -7.82  7.1  
241  0.72  0.66  -0.24  -2.56  
133  0.72  0.66  -6.55  -6.02  
133  0.72  0.66  -8.37  -2.47  
133  0.72  0.66  -11.46  10.53  
133  0.72  0.66  7.45  1.81  
457  0.72  0.61  -10.23  1.83  
457  0.72  0.66  -2.07  6.55  
457  0.72  0.6  -3.93  -0.4  
133  0.72  0.66  -4.21  9.45  
457  0.72  0.66  5.26  11.06  
133  0.72  0.66  7.96  11.43  
241  0.72  0.66  -1.37  0.48  
241  0.72  0.66  -7.36  -5.06  
241  0.72  0.66  -11.33  -9.96  
457  0.72  0.66  4.17  -0.25  
241  0.72  0.66  8.98  -6.38  
133  0.72  0.66  -2.25  -1.33  
133  0.72  0.66  4.63  -7.21  
241  0.72  0.61  8.81  -3.27  
457  0.72  0.66  2.67  -9.27  
457  0.72  0.63  -6.01  1.54  
241  0.72  0.66  -4.93  9.93  
457  0.72  0.64  -8.25  7.93  
133  0.72  0.66  -0.65  4.91  
457  0.72  0.66  6.44  8.63  
133  0.72  0.66  -1.73  7.93  
457  0.72  0.66  -2.54  0.13  
241  0.72  0.66  0.22  -1.2  
457  0.72  0.66  10.82  -5.14  
241  0.72  0.64  4.01  -2.44  
133  0.72  0.66  3.08  -5.25  
457  0.72  0.66  3.07  10.38  
241  0.72  0.66  1.77  -1.85  
133  0.72  0.66  -2.52  -10.93  
241  0.72  0.66  0.97  -9.74  
133  0.72  0.66  1.44  -9.18  
133  0.72  0.66  3.28  -0.17  
133  0.72  0.61  -2.9  -7.21  
241  0.72  0.66  -4.21  -0.64  
241  0.72  0.66  -5.63  -7.69  
241  0.72  0.66  -6.86  2.7  
133  0.72  0.62  7.83  -4.12  
457  0.72  0.66  -5.43  5.98  
457  0.72  0.66  4.51  -9.55  
241  0.72  0.66  -5.52  5.64  
241  0.72  0.66  -9.57  -5.86  
241  0.72  0.66  -6.73  -5.26  
457  0.72  0.66  -1.03  -6.31  
241  0.72  0.66  6.7  1.92  
133  0.72  0.66  3.31  -2.56  
241  0.72  0.66  -1.82  -6.96  
241  0.72  0.66  7.98  -9.07  
457  0.72  0.66  8.9  3.49  
133  0.72  0.66  9.26  -3.51  
457  0.72  0.66  -0.19  1.86  
133  0.72  0.66  11.1  4.22  
241  0.72  0.66  -11.12  -6.64  
133  0.72  0.66  10.99  5.06  
133  0.72  0.64  -6.8  -4.69  
133  0.72  0.66  3.95  -6.03  
241  0.72  0.66  -8.64  -8.82  
241  0.72  0.66  0.8  -3.44  
457  0.72  0.66  -9.85  10.17  
133  0.72  0.66  6.83  -6.14  
457  0.72  0.66  -6.97  10.23  
457  0.72  0.66  7.0  -7.5  
457  0.72  0.66  -6.75  8.68  
457  0.72  0.66  7.48  -2.66  
457  0.72  0.66  -1.2  -3.15  
133  0.72  0.66  -1.62  3.98  
457  0.72  0.66  -9.59  -0.45  
241  0.72  0.66  -3.02  -3.65  
133  0.72  0.66  1.13  -2.76  
457  0.72  0.66  -5.44  -4.86  
457  0.72  0.66  8.96  7.55  
241  0.72  0.66  -1.46  10.43  
457  0.72  0.66  -5.66  -11.36  
133  0.72  0.66  -4.43  -10.35  
457  0.72  0.66  -1.16  -2.64  
457  0.72  0.66  -0.04  -0.75  
241  0.72  0.66  1.01  5.76  
457  0.72  0.66  1.61  -0.03  
241  0.72  0.66  -10.05  -10.73  
133  0.72  0.66  -7.84  2.51  
133  0.72  0.64  9.8  -3.06  
133  0.72  0.66  0.28  0.9  
241  0.72  0.66  -0.05  2.72  
457  0.72  0.66  -1.02  11.36  
457  0.72  0.66  7.34  -2.28  
457  0.72  0.66  1.89  -9.89  
133  0.72  0.66  9.21  0.17  
241  0.72  0.62  9.13  3.3  
133  0.72  0.66  1.77  -0.74  
241  0.72  0.66  -9.96  -10.77  
241  0.72  0.66  -4.2  -0.11  
133  0.72  0.65  9.88  -0.94  
133  0.72  0.62  9.96  -5.09  
241  0.72  0.66  -7.91  9.88  
457  0.72  0.66  -2.37  -8.57  
241  0.72  0.66  -3.86  8.23  
457  0.72  0.66  8.02  3.62  
241  0.72  0.66  -9.75  10.9  
241  0.72  0.62  -4.53  10.07  
457  0.72  0.66  7.5  9.3  
133  0.72  0.66  -7.26  -10.89  
241  0.72  0.66  7.83  7.64  
457  0.72  0.66  2.65  9.98  
457  0.72  0.66  -3.68  3.37  
133  0.72  0.66  -5.24  2.92  
133  0.72  0.66  2.28  -9.51  
241  0.72  0.66  4.05  3.65  
241  0.72  0.66  5.48  2.86  
241  0.72  0.66  -3.95  1.08  
241  0.72  0.66  -3.89  -0.05  
133  0.72  0.66  -9.4  9.21  
457  0.72  0.63  2.88  -6.11  
241  0.72  0.66  0.15  3.33  
133  0.72  0.66  9.1  5.87  
457  0.72  0.66  7.57  -0.8  
457  0.72  0.66  -5.59  3.94  
241  0.72  0.66  -3.06  -4.59  
133  0.72  0.66  9.93  3.48  
241  0.72  0.66  8.84  -8.95  
241  0.72  0.63  9.76  7.59  
241  0.72  0.66  0.24  -7.93  
241  0.72  0.66  -9.8  -8.3  
133  0.72  0.66  -4.4  6.77  
241  0.72  0.66  6.76  3.36  
241  0.72  0.66  4.77  0.44  
133  0.72  0.66  -7.58  9.3  
133  0.72  0.66  2.55  -9.19  
241  0.72  0.66  1.08  3.54  
241  0.72  0.66  -9.27  -10.02  
133  0.72  0.66  11.02  -7.27  
457  0.72  0.66  7.72  -7.53  
241  0.72  0.66  -6.9  -5.59  
457  0.72  0.66  2.27  6.02  
457  0.72  0.66  1.94  -2.37  
457  0.72  0.66  6.31  -0.86  
457  0.72  0.66  -4.58  -4.77  
133  0.72  0.66  2.08  1.06  
457  0.72  0.62  -1.3  0.05  
241  0.72  0.66  0.99  -5.32  
457  0.72  0.66  0.28  1.18  
457  0.72  0.66  -8.02  -8.6  
133  0.73  0.66  -5.42  1.7  
457  0.73  0.66  9.81  -5.15  
457  0.73  0.64  -11.44  -6.19  
457  0.73  0.66  2.42  2.31  
133  0.73  0.66  -0.16  9.36  
241  0.73  0.66  -4.51  -3.81  
241  0.73  0.66  -9.84  8.52  
241  0.73  0.66  -6.97  -1.44  
457  0.73  0.66  2.41  10.61  
241  0.73  0.66  10.66  3.61  
133  0.73  0.66  4.71  -4.34  
241  0.73  0.66  -10.58  -10.75  
241  0.73  0.66  -6.46  10.88  
457  0.73  0.66  4.28  -8.41  
133  0.73  0.66  -5.32  4.21  
133  0.73  0.65  -9.37  7.26  
457  0.73  0.66  -8.48  3.1  
457  0.73  0.66  -3.64  -10.08  
133  0.73  0.66  -3.48  -6.99  
457  0.73  0.66  -7.3  3.89  
241  0.73  0.66  6.78  5.82  
133  0.73  0.65  6.44  -10.42  
457  0.73  0.66  -0.01  6.04  
133  0.73  0.66  -3.26  11.11  
241  0.73  0.66  4.45  8.64  
241  0.73  0.66  2.45  -0.14  
241  0.73  0.66  6.13  9.93  
133  0.73  0.66  -10.52  -1.1  
133  0.73  0.66  -4.0  -7.97  
241  0.73  0.66  -1.22  1.54  
133  0.73  0.66  6.08  -2.73  
133  0.73  0.66  4.12  -2.98  
133  0.73  0.66  6.14  6.58  
241  0.73  0.66  2.97  -8.82  
457  0.73  0.66  -9.18  8.85  
457  0.73  0.66  -1.66  -1.11  
241  0.73  0.66  -4.24  -8.02  
457  0.73  0.66  1.66  10.36  
457  0.73  0.66  -2.23  -2.09  
241  0.73  0.66  5.83  2.5  
133  0.73  0.66  9.25  8.57  
457  0.73  0.66  8.16  -6.01  
133  0.73  0.66  7.24  -11.04  
133  0.73  0.66  7.3  -10.51  
241  0.73  0.66  6.99  -9.56  
241  0.73  0.66  -11.0  2.11  
457  0.73  0.66  11.38  -5.45  
457  0.73  0.66  -2.33  -8.67  
241  0.73  0.66  -7.48  -7.38  
241  0.73  0.66  0.71  -9.52  
241  0.73  0.66  -7.99  -5.98  
241  0.73  0.66  2.03  -0.38  
457  0.73  0.66  8.22  1.81  
133  0.73  0.66  -7.69  -9.62  
457  0.73  0.66  10.23  -10.48  
241  0.73  0.66  -0.26  -6.36  
457  0.73  0.66  -4.5  -9.63  
133  0.73  0.66  -5.66  0.03  
241  0.73  0.66  7.43  7.47  
241  0.73  0.66  5.55  -4.07  
241  0.73  0.66  8.54  9.16  
457  0.73  0.66  3.89  1.08  
457  0.73  0.66  0.03  -10.98  
133  0.73  0.66  4.6  7.61  
133  0.73  0.66  9.09  7.13  
457  0.73  0.66  -6.73  -1.13  
241  0.73  0.66  4.81  2.68  
241  0.73  0.66  5.44  4.05  
133  0.73  0.64  6.57  7.16  
241  0.73  0.66  -8.53  5.14  
241  0.73  0.66  9.92  6.34  
133  0.73  0.66  9.94  -6.95  
133  0.73  0.66  -5.38  2.73  
457  0.73  0.66  -0.15  9.35  
133  0.73  0.66  0.8  1.98  
133  0.73  0.66  -2.52  -9.19  
457  0.73  0.62  9.51  -0.3  
241  0.73  0.66  9.21  -7.47  
241  0.73  0.66  8.99  3.75  
241  0.73  0.66  -0.13  6.65  
133  0.73  0.66  -7.52  -2.88  
241  0.73  0.66  -0.28  -1.16  
457  0.73  0.66  5.02  3.65  
133  0.73  0.66  -4.4  -5.95  
457  0.73  0.66  1.29  6.45  
133  0.73  0.66  7.52  0.78  
241  0.73  0.66  0.28  -9.1  
133  0.73  0.66  -2.96  -3.12  
133  0.73  0.66  -2.41  -4.53  
133  0.73  0.66  2.82  -8.97  
457  0.73  0.66  2.29  -3.0  
457  0.73  0.66  -1.93  9.21  
241  0.73  0.66  -2.06  -11.22  
457  0.73  0.66  8.27  8.94  
241  0.73  0.66  -7.24  -0.99  
241  0.73  0.66  -6.03  -2.23  
241  0.73  0.66  -7.94  -0.89  
457  0.73  0.66  -9.01  6.06  
133  0.73  0.66  -0.25  -0.28  
241  0.73  0.66  -10.59  -11.12  
241  0.73  0.66  -9.07  -0.19  
133  0.73  0.66  7.0  -9.72  
133  0.73  0.66  9.69  -3.56  
241  0.73  0.66  -5.92  5.32  
457  0.73  0.66  9.53  -3.69  
241  0.73  0.6  0.96  -9.73  
457  0.73  0.66  -5.05  -3.18  
241  0.73  0.66  -2.83  6.61  
133  0.73  0.66  0.16  3.47  
457  0.73  0.66  -6.73  -7.51  
457  0.73  0.66  1.23  -6.13  
241  0.73  0.62  8.92  -4.97  
457  0.73  0.66  -7.49  3.94  
133  0.73  0.66  -10.04  -5.49  
133  0.73  0.66  -5.81  5.82  
457  0.73  0.62  10.65  -6.85  
133  0.73  0.66  10.73  -10.62  
133  0.73  0.66  7.05  -0.29  
133  0.73  0.66  5.48  9.14  
133  0.73  0.66  -1.02  9.21  
241  0.73  0.66  -10.21  1.7  
241  0.73  0.66  -0.33  -8.83  
241  0.73  0.66  9.26  0.04  
133  0.73  0.66  2.92  0.7  
457  0.73  0.66  10.46  -7.5  
457  0.73  0.66  -7.9  -10.28  
457  0.73  0.66  8.57  4.71  
133  0.73  0.66  6.59  -6.76  
241  0.73  0.66  7.28  4.42  
457  0.73  0.64  6.33  -5.82  
133  0.73  0.66  -4.67  -11.33  
457  0.73  0.61  3.83  10.94  
133  0.73  0.66  -8.66  2.76  
133  0.73  0.66  5.78  0.04  
241  0.73  0.66  9.79  3.27  
241  0.73  0.66  1.79  -1.53  
457  0.73  0.66  5.87  6.72  
133  0.73  0.66  -5.89  -6.88  
241  0.73  0.66  3.9  4.71  
241  0.73  0.66  -10.13  -0.33  
133  0.73  0.66  -1.3  -10.46  
133  0.73  0.66  8.72  8.48  
133  0.73  0.66  10.59  -5.53  
457  0.73  0.66  -3.4  9.88  
457  0.73  0.66  -3.02  -2.42  
457  0.73  0.66  10.26  5.25  
241  0.73  0.66  -8.09  7.34  
241  0.73  0.66  -2.26  -4.95  
133  0.73  0.66  -0.3  -8.2  
457  0.73  0.66  -6.61  5.07  
457  0.73  0.66  5.64  -7.33  
133  0.73  0.66  -6.06  2.34  
241  0.73  0.66  5.58  10.06  
457  0.73  0.66  4.41  6.05  
133  0.73  0.66  -5.75  -7.93  
457  0.73  0.66  2.67  -3.79  
241  0.73  0.66  -6.44  10.52  
133  0.73  0.66  7.61  9.8  
241  0.73  0.66  -6.9  10.27  
133  0.73  0.66  -1.42  8.34  
457  0.73  0.66  -3.85  5.08  
241  0.73  0.66  3.6  8.93  
133  0.73  0.66  1.72  -1.06  
457  0.73  0.66  -8.03  -9.53  
133  0.73  0.66  9.98  7.55  
457  0.73  0.66  6.45  0.11  
241  0.73  0.66  3.54  -4.06  
133  0.73  0.66  -7.52  8.95  
457  0.73  0.66  -7.18  -9.84  
457  0.73  0.66  2.42  3.5  
457  0.73  0.66  -9.52  8.58  
133  0.73  0.66  -5.43  8.19  
457  0.74  0.66  3.27  0.04  
133  0.74  0.66  9.6  -4.97  
457  0.74  0.66  -5.13  -6.04  
133  0.74  0.66  -8.31  -10.1  
133  0.74  0.66  -6.81  7.75  
241  0.74  0.66  7.18  -11.35  
457  0.74  0.66  2.78  -6.86  
133  0.74  0.66  -6.73  -3.49  
241  0.74  0.66  -9.09  -6.28  
133  0.74  0.66  -10.55  -6.77  
241  0.74  0.66  -8.07  -3.59  
241  0.74  0.66  -0.64  4.01  
133  0.74  0.64  5.77  -0.66  
457  0.74  0.64  9.38  -0.46  
133  0.74  0.66  -8.36  9.49  
457  0.74  0.66  2.9  5.95  
457  0.74  0.66  -6.02  -8.48  
241  0.74  0.65  -2.58  -10.49  
133  0.74  0.66  -5.79  -4.51  
133  0.74  0.66  7.43  -11.51  
457  0.74  0.66  1.11  7.47  
133  0.74  0.66  0.93  -3.92  
241  0.74  0.66  7.33  -11.12  
457  0.74  0.66  -9.99  3.36  
133  0.74  0.66  11.15  7.78  
241  0.74  0.66  -5.46  2.73  
133  0.74  0.66  -3.3  4.77  
133  0.74  0.66  11.14  1.51  
241  0.74  0.66  3.96  -6.38  
133  0.74  0.66  -3.2  4.19  
133  0.74  0.66  3.04  7.36  
133  0.74  0.62  -7.9  5.2  
457  0.74  0.66  -7.24  8.69  
457  0.74  0.66  3.69  -6.93  
133  0.74  0.66  -4.8  -2.36  
241  0.74  0.66  6.07  1.51  
241  0.74  0.66  9.66  -11.47  
241  0.74  0.66  3.04  -9.57  
133  0.74  0.66  -7.55  -10.44  
133  0.74  0.66  -8.48  8.45  
133  0.74  0.65  -0.49  9.29  
133  0.74  0.66  7.98  -8.51  
241  0.74  0.66  -1.21  2.77  
133  0.74  0.66  3.4  5.9  
241  0.74  0.66  3.73  5.79  
241  0.74  0.66  -3.16  3.33  
241  0.74  0.6  -0.86  -4.84  
133  0.74  0.66  -9.41  -9.07  
241  0.74  0.66  -4.57  -6.51  
241  0.74  0.66  -5.36  -10.84  
133  0.74  0.66  6.5  -8.56  
133  0.74  0.66  0.87  -0.56  
241  0.74  0.66  -6.97  -8.37  
457  0.74  0.64  3.79  2.05  
133  0.74  0.63  -7.57  -0.07  
241  0.74  0.66  7.59  -11.09  
133  0.74  0.65  10.28  2.29  
241  0.74  0.66  0.54  -8.74  
133  0.74  0.66  -7.02  -1.13  
457  0.74  0.66  -8.5  -3.18  
457  0.74  0.66  -5.44  -6.61  
133  0.74  0.66  -10.26  -1.26  
241  0.74  0.66  11.32  -6.6  
133  0.74  0.66  -2.85  2.55  
133  0.74  0.63  1.34  2.84  
241  0.74  0.66  -9.09  -8.39  
241  0.74  0.66  -11.35  4.77  
133  0.74  0.66  -6.88  8.87  
457  0.74  0.66  5.45  11.46  
241  0.74  0.66  7.82  0.42  
457  0.74  0.66  2.48  5.11  
457  0.74  0.66  3.09  -1.18  
457  0.74  0.66  -5.92  8.98  
133  0.74  0.66  -2.55  -6.43  
133  0.74  0.66  10.87  -3.35  
133  0.74  0.66  6.06  -10.77  
457  0.74  0.66  -2.1  -5.46  
457  0.74  0.66  3.07  7.89  
133  0.74  0.66  -7.94  -6.82  
241  0.74  0.66  10.6  1.33  
457  0.74  0.66  5.04  0.28  
133  0.74  0.66  -0.58  10.0  
241  0.74  0.66  2.58  6.37  
457  0.74  0.66  -6.86  8.72  
133  0.74  0.66  -0.7  -6.53  
457  0.74  0.66  -9.97  7.56  
241  0.74  0.66  -6.42  0.28  
241  0.74  0.66  -1.81  4.83  
457  0.74  0.66  10.56  -0.02  
133  0.74  0.66  -6.75  5.73  
457  0.74  0.66  -7.62  -4.18  
241  0.74  0.66  9.13  6.87  
241  0.74  0.66  7.92  8.32  
133  0.74  0.66  -9.37  -11.07  
133  0.74  0.66  -10.33  -9.12  
133  0.74  0.66  -4.27  -1.36  
457  0.74  0.65  5.02  1.25  
457  0.74  0.66  5.2  4.0  
241  0.74  0.66  7.42  -0.23  
241  0.74  0.66  11.44  -7.62  
241  0.74  0.66  8.64  4.92  
457  0.74  0.66  -5.23  6.06  
241  0.74  0.64  0.05  1.72  
241  0.74  0.66  -3.55  -3.61  
457  0.74  0.66  -3.61  -8.25  
457  0.74  0.66  9.52  0.13  
133  0.74  0.66  -7.13  10.92  
457  0.74  0.66  1.66  -9.82  
133  0.74  0.66  -3.47  -3.86  
133  0.74  0.6  6.48  -3.38  
133  0.74  0.66  6.8  -7.59  
457  0.74  0.66  10.54  -9.56  
241  0.74  0.66  -4.8  -4.99  
133  0.74  0.66  -4.64  -10.86  
241  0.74  0.65  9.23  -3.0  
241  0.74  0.66  2.18  0.67  
457  0.74  0.66  -3.64  3.37  
133  0.74  0.66  4.08  -4.39  
133  0.74  0.61  4.69  -1.76  
133  0.74  0.66  -4.24  5.26  
133  0.74  0.65  2.86  -9.22  
133  0.74  0.66  -6.19  9.02  
241  0.74  0.66  -10.72  8.08  
241  0.74  0.62  1.78  -1.62  
457  0.74  0.66  0.49  -1.11  
241  0.74  0.66  1.38  -3.96  
457  0.74  0.66  -3.6  1.5  
241  0.74  0.66  8.53  -2.9  
133  0.74  0.66  -0.09  -7.75  
133  0.74  0.66  -8.19  -0.54  
457  0.74  0.66  -2.66  7.41  
133  0.74  0.66  -0.26  -8.1  
241  0.74  0.66  2.32  -10.7  
133  0.74  0.64  -6.15  -9.96  
241  0.74  0.66  5.04  1.32  
